COUNTY,1990_H,1990_L,1990_M,1990_VL,1991_H,1991_L,1991_M,1991_VL,1992_H,1992_L,1992_M,1992_VL,1993_H,1993_L,1993_M,1993_VL,1994_H,1994_L,1994_M,1994_VL,1995_H,1995_L,1995_M,1995_VL,1996_H,1996_L,1996_M,1996_VL,1997_H,1997_L,1997_M,1997_VL,1998_H,1998_L,1998_M,1998_VL,1999_H,1999_L,1999_M,1999_VL,2000_H,2000_L,2000_M,2000_VL,2001_H,2001_L,2001_M,2001_VL,2002_H,2002_L,2002_M,2002_VL,2003_H,2003_L,2003_M,2003_VL,2004_H,2004_L,2004_M,2004_VL,2005_H,2005_L,2005_M,2005_VL,2006_H,2006_L,2006_M,2006_VL,2007_H,2007_L,2007_M,2007_VL,2008_H,2008_L,2008_M,2008_VL,2009_H,2009_L,2009_M,2009_VL,2010_H,2010_L,2010_M,2010_VL,2011_H,2011_L,2011_M,2011_VL,2012_H,2012_L,2012_M,2012_VL,2013_H,2013_L,2013_M,2013_VL,2014_H,2014_L,2014_M,2014_VL,2015_H,2015_L,2015_M,2015_VL,2016_H,2016_L,2016_M,2016_VL,2017_H,2017_L,2017_M,2017_VL,2018_H,2018_L,2018_M,2018_VL,2019_H,2019_L,2019_M,2019_VL,count_1990_H,count_1990_L,count_1990_M,count_1990_VL,count_1991_H,count_1991_L,count_1991_M,count_1991_VL,count_1992_H,count_1992_L,count_1992_M,count_1992_VL,count_1993_H,count_1993_L,count_1993_M,count_1993_VL,count_1994_H,count_1994_L,count_1994_M,count_1994_VL,count_1995_H,count_1995_L,count_1995_M,count_1995_VL,count_1996_H,count_1996_L,count_1996_M,count_1996_VL,count_1997_H,count_1997_L,count_1997_M,count_1997_VL,count_1998_H,count_1998_L,count_1998_M,count_1998_VL,count_1999_H,count_1999_L,count_1999_M,count_1999_VL,count_2000_H,count_2000_L,count_2000_M,count_2000_VL,count_2001_H,count_2001_L,count_2001_M,count_2001_VL,count_2002_H,count_2002_L,count_2002_M,count_2002_VL,count_2003_H,count_2003_L,count_2003_M,count_2003_VL,count_2004_H,count_2004_L,count_2004_M,count_2004_VL,count_2005_H,count_2005_L,count_2005_M,count_2005_VL,count_2006_H,count_2006_L,count_2006_M,count_2006_VL,count_2007_H,count_2007_L,count_2007_M,count_2007_VL,count_2008_H,count_2008_L,count_2008_M,count_2008_VL,count_2009_H,count_2009_L,count_2009_M,count_2009_VL,count_2010_H,count_2010_L,count_2010_M,count_2010_VL,count_2011_H,count_2011_L,count_2011_M,count_2011_VL,count_2012_H,count_2012_L,count_2012_M,count_2012_VL,count_2013_H,count_2013_L,count_2013_M,count_2013_VL,count_2014_H,count_2014_L,count_2014_M,count_2014_VL,count_2015_H,count_2015_L,count_2015_M,count_2015_VL,count_2016_H,count_2016_L,count_2016_M,count_2016_VL,count_2017_H,count_2017_L,count_2017_M,count_2017_VL,count_2018_H,count_2018_L,count_2018_M,count_2018_VL,count_2019_H,count_2019_L,count_2019_M,count_2019_VL
BULLITT,109.8,19.0,40.39,0.0,161.2,19.33,40.3,0,137.0,12.67,47.0,5,118.3,14.83,43.95,4.5,113.55,19.67,42.14,0.0,97.78,17.1,43.27,0.0,559.2,16.0,46.77,5,118.05,19.43,47.09,0,117.15,18.96,44.88,0,139.3,19.25,40.67,0.0,182.43,20.33,48.0,0,119.24,16.33,43.17,0,137.0,16.0,41.0,0.0,0.0,23.5,0.0,0,132.55,19.0,46.29,0,143.45,18.5,38.69,0.0,92.9,21.5,45.0,0.0,114.22,13.17,44.0,0,114.29,15.0,40.47,0,121.31,16.0,44.78,0.0,155.75,16.67,39.38,0.0,100.76,21.5,39.04,0.0,111.44,17.0,40.15,0.0,162.14,17.27,33.33,0.0,120.82,14.91,41.78,5,181.0,11.18,41.33,0.0,104.53,16.62,37.86,5,157.5,13.86,43.6,0.0,132.0,23.33,41.33,0.0,126.46,16.83,44.0,0.0,10,6,18,0,5,3,10,0,2,9,2,1,23,12,20,2,11,12,7,0,23,10,15,0,5,4,13,1,20,7,11,0,41,23,24,0,10,8,6,0,7,3,3,0,21,3,23,0,7,1,2,0,0,2,0,0,11,2,7,0,11,4,13,0,10,4,6,0,9,6,3,0,14,3,15,0,13,2,9,0,24,6,13,0,25,4,25,0,18,31,27,0,29,11,3,0,17,11,23,3,4,17,3,0,32,13,14,1,2,7,5,0,2,3,6,0,13,6,13,0
BUTLER,94.5,0.0,47.67,4.0,98.11,21.0,48.64,0,93.29,15.5,44.26,0,71.2,18.75,43.73,0.0,106.73,23.0,48.86,0.0,143.67,19.0,39.4,0.0,87.4,0.0,48.33,0,100.0,17.0,47.75,0,0.0,14.0,35.4,0,102.84,21.5,45.24,0.0,86.56,14.8,44.1,0,118.57,19.5,46.58,0,176.71,16.36,41.6,0.0,0.0,22.33,45.25,5,88.86,17.75,45.56,0,117.9,20.33,41.42,0.0,102.18,19.44,36.5,0.0,134.83,21.67,42.71,0,85.5,22.86,41.41,5,96.09,19.5,41.04,0.0,119.93,15.67,39.61,0.0,186.93,16.75,37.22,0.0,83.25,17.92,46.0,5.0,100.0,15.0,35.67,0.0,126.67,18.09,38.08,0,74.33,24.0,41.88,0.0,75.0,21.64,36.07,0,66.0,19.75,37.0,0.0,70.67,0.0,35.67,0.0,94.33,15.75,42.29,0.0,16,0,12,1,9,1,11,0,24,6,31,0,5,4,11,0,11,1,7,0,3,5,5,0,10,0,6,0,6,1,4,0,0,4,5,0,19,4,17,0,9,5,10,0,30,4,24,0,14,14,15,0,0,3,4,1,7,4,9,0,48,6,19,0,11,9,14,0,24,3,14,0,6,14,39,1,22,8,24,0,15,9,18,0,15,8,9,0,4,12,12,1,2,2,3,0,3,11,12,0,3,9,8,0,1,11,15,0,4,8,1,0,3,0,3,0,3,4,7,0
CALDWELL,100.86,18.86,43.04,0.0,88.9,19.08,43.04,0,92.75,20.18,42.58,0,115.0,19.14,48.45,0.0,112.43,24.67,38.31,0.0,95.73,21.2,38.83,0.0,100.0,18.29,46.5,3,101.89,16.45,44.61,0,102.58,16.89,44.0,3,84.12,19.5,39.59,0.0,130.56,15.79,42.48,5,92.94,17.62,42.04,5,196.56,16.75,44.0,4.0,103.0,20.86,40.58,0,87.33,17.93,44.2,0,128.68,18.0,42.06,4.0,92.98,17.57,42.88,4.4,124.81,18.8,38.79,0,196.85,18.32,41.27,0,131.74,16.94,40.25,0.0,144.45,17.12,45.41,5.0,115.1,16.96,43.69,5.0,130.41,16.98,42.85,0.0,106.5,13.56,38.0,3.0,112.0,17.14,35.62,0,149.0,16.41,39.0,5.0,80.5,18.14,39.96,0,73.44,18.1,40.26,0.0,142.25,18.29,40.0,0.0,102.42,16.53,46.0,0.0,14,7,23,0,51,12,48,0,24,11,31,0,15,7,11,0,7,3,16,0,11,5,18,0,22,7,18,1,19,20,23,0,26,27,15,1,16,6,17,0,18,29,33,1,18,21,23,1,9,4,15,4,3,7,12,0,9,14,10,0,47,48,53,2,57,47,58,5,31,55,70,0,34,25,30,0,69,64,69,0,172,48,64,1,125,84,166,1,204,66,103,0,6,16,15,1,2,28,13,0,2,27,9,2,28,35,48,0,9,21,31,0,8,17,14,0,19,17,24,0
CALLOWAY,108.23,17.8,50.81,0.0,111.36,0.0,50.2,0,104.02,22.0,42.94,0,100.59,0.0,43.4,0.0,83.6,23.0,49.0,0.0,109.67,17.0,46.3,0.0,113.5,21.0,44.44,0,100.89,18.67,43.0,0,149.2,24.0,0.0,0,138.95,18.0,44.1,0.0,176.12,0.0,44.0,5,129.65,0.0,39.4,0,155.45,20.2,40.0,0.0,144.08,16.2,42.38,0,125.62,24.33,46.32,0,109.08,23.0,43.96,0.0,140.42,20.25,42.85,0.0,124.25,20.22,46.13,0,108.16,22.0,47.52,0,104.75,22.25,40.08,0.0,215.9,21.3,42.71,0.0,105.2,21.31,42.48,0.0,83.0,18.23,40.3,0.0,432.06,0.0,46.89,0.0,93.08,23.67,41.7,0,109.78,0.0,41.11,0.0,104.8,19.0,44.21,0,147.75,23.56,46.09,0.0,105.69,20.5,45.14,0.0,0.0,18.0,40.75,0.0,56,5,16,0,22,0,5,0,46,4,16,0,17,0,15,0,10,2,5,0,24,2,10,0,16,2,16,0,18,3,11,0,15,2,0,0,22,4,10,0,16,0,2,1,20,0,5,0,29,5,6,0,12,5,8,0,45,3,19,0,92,13,68,0,38,4,13,0,133,9,61,0,31,8,25,0,16,4,13,0,83,20,76,0,83,16,42,0,10,13,10,0,18,0,9,0,26,6,30,0,32,0,9,0,20,2,14,0,63,9,23,0,13,2,21,0,0,2,4,0
CAMPBELL,212.0,25.0,0.0,0.0,208.8,19.0,50.33,0,115.71,15.33,48.33,0,97.83,16.67,43.0,0.0,0.0,8.0,46.75,0.0,101.17,0.0,41.0,0.0,72.0,20.5,32.0,0,90.4,15.5,42.5,0,121.24,0.0,49.5,0,90.33,0.0,51.57,0.0,114.7,0.0,57.0,0,88.0,23.0,48.5,0,129.0,7.0,48.0,0.0,151.0,0.0,40.0,0,123.2,0.0,45.25,0,119.0,0.0,47.0,0.0,79.2,0.0,0.0,0.0,173.8,0.0,28.0,0,191.0,0.0,41.33,0,112.33,23.5,54.67,0.0,85.0,18.0,54.0,0.0,131.0,25.0,46.5,0.0,69.0,26.0,38.0,0.0,165.06,0.0,48.88,0.0,87.0,18.5,40.0,0,106.67,22.0,49.67,0.0,114.08,23.0,39.25,0,0.0,15.0,37.0,0.0,127.57,26.5,42.5,0.0,86.75,22.5,39.5,0.0,1,1,0,0,5,2,3,0,7,3,3,0,6,3,7,0,0,1,4,0,6,0,2,0,2,2,1,0,10,2,2,0,17,0,8,0,3,0,7,0,10,0,1,0,4,1,2,0,5,1,2,0,1,0,1,0,15,0,4,0,1,0,3,0,5,0,0,0,10,0,1,0,4,0,3,0,3,2,3,0,3,1,2,0,20,3,2,0,1,1,1,0,17,0,8,0,4,2,3,0,3,1,3,0,13,1,4,0,0,1,2,0,7,2,2,0,4,2,2,0
CARLISLE,107.65,21.5,46.59,3.0,125.22,20.5,46.36,0,111.29,24.0,46.65,0,103.03,19.0,45.98,0.0,98.9,18.5,45.9,0.0,102.88,18.43,46.4,0.0,81.2,0.0,51.44,0,91.6,12.0,34.5,0,105.87,0.0,46.43,0,122.5,12.0,45.55,0.0,123.8,27.0,49.0,0,108.3,26.0,49.5,0,82.8,0.0,34.0,0.0,67.33,0.0,0.0,0,88.0,0.0,42.75,0,102.85,24.0,44.49,0.0,164.43,12.0,37.25,0.0,83.33,19.67,51.5,0,94.24,20.67,41.11,0,64.0,22.0,40.67,0.0,120.05,23.6,41.59,0.0,125.21,22.83,43.22,0.0,134.33,22.0,49.0,0.0,139.62,0.0,0.0,0.0,0.0,19.0,0.0,0,172.23,21.5,41.25,0.0,99.33,0.0,51.75,0,247.0,0.0,36.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,2,17,1,85,2,28,0,65,1,17,0,66,2,43,0,10,2,10,0,26,7,15,0,5,0,9,0,5,3,4,0,23,0,7,0,8,1,11,0,20,1,4,0,20,2,10,0,5,0,1,0,3,0,0,0,3,0,4,0,68,5,53,0,7,2,4,0,6,9,2,0,21,3,27,0,1,2,9,0,63,5,34,0,66,6,32,0,15,1,1,0,8,0,0,0,0,1,0,0,13,2,4,0,3,0,4,0,1,0,9,0,0,0,0,0,0,0,0,0
CARROLL,365.0,0.0,0.0,0.0,203.4,0.0,0.0,0,0.0,21.0,38.33,0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,158.5,0.0,0.0,0,138.25,0.0,0.0,0,341.0,0.0,0.0,0,203.3,0.0,0.0,0.0,0.0,0.0,0.0,0,176.0,0.0,0.0,0,388.8,0.0,0.0,0.0,0.0,0.0,0.0,0,581.0,0.0,0.0,0,191.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0,280.14,0.0,31.0,0,193.23,0.0,43.4,0.0,211.0,0.0,48.0,0.0,247.48,0.0,29.0,0.0,242.94,18.0,47.0,0.0,114.4,22.6,41.88,0.0,185.14,0.0,44.0,0,113.91,0.0,53.0,0.0,156.5,0.0,55.0,0,91.75,0.0,30.0,0.0,153.67,0.0,0.0,0.0,135.75,25.0,58.0,0.0,2,0,0,0,5,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,4,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,7,0,3,0,22,0,5,0,27,0,6,0,23,0,1,0,17,3,3,0,5,5,8,0,7,0,1,0,11,0,1,0,14,0,1,0,4,0,2,0,3,0,0,0,4,1,1,0
CARTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,111.0,0.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0,0.0,0.0,0.0,0,64.0,0.0,39.5,0.0,75.0,0.0,43.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0,0.0,0.0,29.0,0.0,0.0,0.0,32.0,0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0
CASEY,142.83,0.0,38.5,0.0,99.33,0.0,41.0,0,94.33,26.0,36.75,0,0.0,0.0,39.75,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,299.0,0.0,0.0,0,160.21,22.71,45.39,0,111.25,25.0,44.83,0.0,108.0,19.5,42.8,0,105.5,15.5,39.45,0,134.6,25.5,42.2,0.0,80.0,0.0,51.5,0,103.5,17.0,45.0,0,82.0,18.0,38.4,0.0,85.0,0.0,40.0,0.0,86.0,23.5,41.8,0,176.82,19.0,40.8,0,125.89,22.0,42.69,0.0,108.0,23.0,43.0,0.0,133.11,22.5,41.87,0.0,113.78,19.0,42.58,0.0,164.64,21.0,43.73,0.0,127.02,19.88,40.38,0,101.83,16.5,41.16,0.0,123.71,0.0,42.29,0,180.67,0.0,48.73,0.0,131.07,20.33,45.2,0.0,114.33,27.0,41.0,0.0,6,0,2,0,3,0,2,0,3,1,4,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,14,7,23,0,4,2,6,0,4,2,10,0,2,2,11,0,10,2,5,0,1,0,2,0,4,1,3,0,1,1,5,0,1,0,2,0,1,2,10,0,11,5,10,0,19,1,16,0,7,1,5,0,19,2,15,0,23,4,12,0,28,5,15,0,45,16,26,0,18,2,19,0,21,0,17,0,12,0,15,0,14,3,10,0,6,1,12,0
CHRISTIAN,137.67,21.5,46.08,0.0,115.95,18.0,41.44,5,121.81,21.23,40.68,0,115.54,15.5,44.15,0.0,167.33,0.0,38.0,0.0,117.82,20.0,40.8,0.0,94.29,24.33,42.44,0,102.95,19.0,38.23,0,94.9,19.56,42.77,4,84.47,15.0,52.25,0.0,93.0,13.5,42.5,4,163.12,19.4,45.5,0,63.5,0.0,42.5,0.0,92.25,18.0,35.0,0,116.8,18.67,52.0,0,128.8,26.5,48.33,0.0,77.25,17.6,36.33,0.0,73.0,26.0,53.5,3,95.14,19.94,41.14,0,108.67,22.0,31.0,0.0,129.25,16.0,44.6,0.0,84.0,13.42,37.67,4.0,190.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,117.67,17.5,36.25,0,111.25,0.0,43.0,0.0,146.7,18.6,42.0,0,82.5,0.0,41.5,0.0,0.0,0.0,31.0,0.0,85.67,0.0,36.0,0.0,27,2,13,0,22,8,9,1,32,22,22,0,13,2,13,0,3,0,5,0,11,3,5,0,7,3,9,0,40,22,26,0,30,9,22,1,15,2,4,0,4,2,8,1,8,5,4,0,4,0,2,0,4,2,2,0,10,3,4,0,5,2,3,0,4,5,6,0,2,1,2,1,7,16,14,0,3,2,1,0,8,1,5,0,3,12,3,2,1,1,0,0,0,0,0,0,3,2,4,0,4,0,1,0,10,5,8,0,2,0,2,0,0,0,1,0,3,0,4,0
CLARK,129.33,18.5,41.0,0.0,247.86,0.0,0.0,0,455.0,0.0,0.0,0,355.0,0.0,44.0,0.0,119.83,0.0,54.5,0.0,116.91,19.0,42.88,0.0,241.56,19.5,30.0,0,193.5,22.0,46.5,0,78.0,0.0,59.0,0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,136.0,19.0,45.5,0,284.5,0.0,36.0,0,172.75,17.5,35.5,0.0,109.5,0.0,34.0,0.0,79.0,0.0,51.5,0,104.83,0.0,39.0,0,127.67,19.0,37.75,0.0,64.0,0.0,44.67,0.0,148.06,15.8,43.5,0.0,128.0,22.25,41.57,5.0,91.67,22.0,41.17,0.0,260.25,26.0,0.0,0,204.0,25.0,47.75,0.0,249.5,22.0,45.0,0,214.0,0.0,0.0,0.0,213.0,0.0,51.0,0.0,128.27,24.0,53.67,0.0,3,2,4,0,7,0,0,0,2,0,0,0,3,0,2,0,6,0,2,0,22,3,8,0,9,2,3,0,8,1,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,0,2,0,4,2,2,0,2,0,1,0,1,0,2,0,6,0,3,0,3,2,4,0,1,0,3,0,18,5,8,0,12,4,7,1,6,3,6,0,8,1,0,0,8,2,4,0,4,3,3,0,2,0,0,0,3,0,1,0,15,1,3,0
CLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,145.0,0.0,0.0,0.0,493.0,0.0,48.5,0.0,149.14,0.0,43.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,7,0,4,0
CLINTON,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0,0.0,0.0,0.0,0,81.0,8.0,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12.33,29.0,0,119.67,0.0,0.0,0,122.5,0.0,0.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,314.75,0.0,0.0,0,0.0,16.0,42.0,0,261.0,0.0,44.0,0.0,315.75,0.0,0.0,0.0,0.0,0.0,0.0,0,191.0,0.0,0.0,0,176.0,0.0,0.0,0.0,161.27,25.0,56.0,0.0,122.0,0.0,57.0,0.0,151.14,0.0,55.0,0.0,163.83,17.0,51.0,0.0,163.23,19.6,40.75,1,129.64,27.0,47.75,0.0,147.64,26.0,45.5,0,157.31,0.0,41.0,0.0,252.73,22.6,46.67,0.0,189.64,19.0,36.33,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,3,0,3,0,4,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,11,1,1,0,2,0,1,0,14,0,5,0,6,2,3,0,22,5,4,1,25,1,8,0,14,1,4,0,13,0,2,0,15,5,6,0,14,2,3,0
CRITTENDEN,104.14,17.0,41.88,0.0,107.0,18.75,47.0,5,87.0,11.0,45.57,0,84.09,17.0,38.5,0.0,72.67,14.5,40.0,4.5,113.2,21.67,42.09,0.0,100.0,18.0,37.57,0,85.79,18.08,40.07,4,79.5,13.57,47.6,0,110.33,18.0,43.25,0.0,82.83,0.0,48.5,0,91.45,21.0,36.8,0,109.17,17.25,42.67,0.0,81.67,23.0,34.83,0,78.0,11.91,33.17,4,90.67,14.7,46.25,0.0,111.19,17.2,38.93,0.0,106.5,15.96,42.65,0,105.6,17.25,37.8,0,98.0,18.43,46.5,0.0,74.33,11.43,35.0,5.0,80.0,15.62,35.67,0.0,77.12,17.83,40.7,0.0,0.0,14.25,38.0,4.43,74.5,20.57,33.4,0,77.5,19.42,37.33,0.0,0.0,14.91,45.33,0,170.0,13.79,31.0,0.0,89.5,17.27,40.73,0.0,0.0,23.0,42.5,0.0,7,4,8,0,1,4,1,1,2,6,7,0,11,4,8,0,3,16,8,4,10,6,22,0,7,1,7,0,19,24,28,1,4,7,5,0,3,13,4,0,6,0,4,0,11,1,5,0,12,4,9,0,9,3,6,0,2,11,6,1,6,20,4,0,16,5,15,0,8,28,17,0,5,8,10,0,2,7,8,0,3,7,1,2,2,8,3,0,8,23,10,0,0,8,2,7,2,7,5,0,2,26,12,0,0,11,3,0,1,14,1,0,2,22,11,0,0,1,2,0
CUMBERLAND,170.07,0.0,44.2,0.0,0.0,0.0,0.0,0,0.0,26.0,31.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,17.0,33.0,0.0,0.0,0.0,0.0,0,106.33,0.0,0.0,0,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,355.0,10.0,0.0,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,264.5,19.25,45.6,0,0.0,0.0,0.0,0.0,173.5,8.0,0.0,0,158.5,8.0,56.0,0.0,196.0,0.0,50.0,0.0,207.5,0.0,57.0,0.0,14,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,6,4,5,0,0,0,0,0,4,1,0,0,2,1,1,0,3,0,1,0,4,0,1,0
DAVIESS,131.67,25.5,44.11,0.0,120.02,20.73,45.75,0,98.36,18.14,47.16,0,117.41,23.2,43.07,0.0,100.69,23.4,48.64,0.0,104.17,19.36,44.02,0.0,108.44,21.33,46.39,0,108.15,23.79,43.28,0,118.31,0.0,48.67,0,102.67,19.07,42.82,0.0,102.13,22.0,45.22,0,136.43,22.67,41.0,0,135.69,21.5,43.23,0.0,145.75,6.0,0.0,0,122.4,0.0,45.0,0,144.5,16.0,0.0,0.0,106.25,10.0,42.0,0.0,109.71,7.0,47.5,3,141.0,11.0,42.0,0,85.0,21.0,54.0,0.0,101.2,17.0,47.22,0.0,86.67,0.0,54.5,0.0,77.0,17.29,43.4,0.0,149.29,0.0,45.57,0.0,168.86,0.0,51.33,0,96.5,25.0,39.5,0.0,129.57,24.2,46.0,0,121.33,17.0,37.5,0.0,127.29,25.33,41.08,0.0,87.0,19.0,54.0,0.0,12,2,9,0,90,11,40,0,111,21,94,0,79,5,55,0,45,5,36,0,88,11,50,0,41,12,44,0,79,14,32,0,16,0,6,0,46,15,45,0,15,2,9,0,21,3,10,0,32,10,31,0,4,1,0,0,5,0,3,0,2,1,0,0,4,1,1,0,7,1,4,1,1,1,1,0,2,2,2,0,5,1,9,0,9,0,2,0,2,7,5,0,48,0,7,0,7,0,3,0,2,1,4,0,14,5,5,0,6,5,10,0,7,3,13,0,4,1,1,0
